Hito [UY866647391],Fecha y Hora,Ubicación,Nota
Paricion,2019-12-02 14:47,Potrero de maternidad,Supervision del parto.
Inicio ordene,2019-12-03 14:26,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2019-12-04 17:06,Potrero 2 (7654321-12003),Inicio de lactancia.
Desparasitacion,2019-12-22 18:52,Potrero 2 (7654321-12003),Antiparasitario programado.
Servicio (IA o natural),2020-01-05 15:22,Potrero 2 (7654321-12003),Servicio exitoso.
Primer Celo posparto,2020-01-05 18:40,Potrero 2 (7654321-12003),Retorno al celo.
Prenez confirmada,2020-03-05 16:29,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2020-06-19 17:52,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2020-06-29 13:25,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Paricion,2020-10-14 17:42,Potrero de maternidad,Supervision del parto.
Inicio ordene,2020-10-15 12:56,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2020-10-16 07:10,Potrero 2 (7654321-12003),Inicio de lactancia.
Servicio (IA o natural),2020-12-10 14:25,Potrero 2 (7654321-12003),Servicio exitoso.
Primer Celo posparto,2020-12-10 18:11,Potrero 2 (7654321-12003),Retorno al celo.
Desparasitacion,2020-12-16 10:58,Potrero 2 (7654321-12003),Antiparasitario programado.
Prenez confirmada,2021-02-08 14:21,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2021-06-14 14:32,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2021-06-29 06:46,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Paricion,2021-09-19 16:10,Potrero de maternidad,Supervision del parto.
Inicio ordene,2021-09-20 14:38,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2021-09-21 13:59,Potrero 2 (7654321-12003),Inicio de lactancia.
Servicio (IA o natural),2021-11-20 11:35,Potrero 2 (7654321-12003),Servicio exitoso.
Primer Celo posparto,2021-11-20 11:57,Potrero 2 (7654321-12003),Retorno al celo.
Desparasitacion,2021-12-11 14:36,Potrero 2 (7654321-12003),Antiparasitario programado.
Prenez confirmada,2022-01-19 11:54,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2022-06-09 15:09,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2022-06-29 06:18,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Paricion,2022-08-30 11:26,Potrero de maternidad,Supervision del parto.
Inicio ordene,2022-08-31 18:40,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2022-09-01 12:52,Potrero 2 (7654321-12003),Inicio de lactancia.
Servicio (IA o natural),2022-10-29 17:20,Potrero 2 (7654321-12003),Servicio exitoso.
Desparasitacion,2022-12-06 07:02,Potrero 2 (7654321-12003),Antiparasitario programado.
Prenez confirmada,2022-12-28 15:15,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2023-06-04 13:22,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2023-06-29 15:01,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Desparasitacion,2023-12-01 08:08,Potrero 2 (7654321-12003),Antiparasitario programado.
Desparasitacion,2024-05-29 10:23,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2024-06-28 14:08,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Desparasitacion,2024-11-25 15:15,Potrero 2 (7654321-12003),Antiparasitario programado.
Desparasitacion,2025-05-24 09:16,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2025-06-28 10:00,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Desparasitacion,2025-11-20 18:19,Potrero 2 (7654321-12003),Antiparasitario programado.
Diagnostico de enfermedad,2025-12-05 14:13,Manga Potrero 2,Mastitis clinica
Tratamiento en curso,2025-12-06 12:49,Manga Potrero 2,Confinamiento en manga.
