Hito [UY028492780],Fecha y Hora,Ubicación,Nota
Primer Celo posparto,2024-04-02 16:52,Potrero 3 (7654321-12004),Retorno al celo.
Desparasitacion,2024-04-19 15:00,Potrero 3 (7654321-12004),Antiparasitario programado.
Prenez confirmada,2024-06-01 18:50,Potrero 3 (7654321-12004),Diagnostico de gestacion.
Desparasitacion,2024-10-16 18:54,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2024-11-10 15:40,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Paricion,2025-01-10 12:58,Potrero de maternidad,Supervision del parto.
Inicio ordene,2025-01-11 06:17,Potrero 3 (7654321-12004),Ingreso a rutina.
Lactancia,2025-01-12 16:08,Potrero 3 (7654321-12004),Inicio de lactancia.
Desparasitacion,2025-04-14 17:05,Potrero 3 (7654321-12004),Antiparasitario programado.
Desparasitacion,2025-10-11 17:29,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2025-11-10 10:40,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Celo detectado,2025-12-05 17:55,Potrero 3 (7654321-12004),En espera de servicio.
