Hito [UY639830322],Fecha y Hora,Ubicación,Nota
Primer Celo posparto,2020-11-13 11:35,Potrero 6 (7654321-12007),Retorno al celo.
Servicio (IA o natural),2020-11-13 14:47,Potrero 6 (7654321-12007),Servicio exitoso.
Prenez confirmada,2021-01-12 09:51,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2021-04-26 06:08,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2021-08-23 09:39,Potrero de paricion,Supervision del parto.
Lactancia,2021-08-25 14:28,Potrero 6 (7654321-12007),Lactancia con ternero.
Desparasitacion,2021-10-23 18:49,Potrero 6 (7654321-12007),Antiparasitario programado.
Servicio (IA o natural),2021-10-30 07:15,Potrero 6 (7654321-12007),Servicio exitoso.
Primer Celo posparto,2021-10-30 10:06,Potrero 6 (7654321-12007),Retorno al celo.
Vacunacion clostridial,2021-11-07 08:37,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Prenez confirmada,2021-12-29 08:20,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2022-04-21 07:55,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2022-08-09 17:30,Potrero de paricion,Supervision del parto.
Lactancia,2022-08-11 17:37,Potrero 6 (7654321-12007),Lactancia con ternero.
Primer Celo posparto,2022-09-24 13:02,Potrero 6 (7654321-12007),Retorno al celo.
Servicio (IA o natural),2022-09-24 18:42,Potrero 6 (7654321-12007),Servicio exitoso.
Desparasitacion,2022-10-18 18:44,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2022-11-07 10:36,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Prenez confirmada,2022-11-23 12:44,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2023-04-16 17:47,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2023-07-04 17:31,Potrero de paricion,Supervision del parto.
Lactancia,2023-07-06 09:17,Potrero 6 (7654321-12007),Lactancia con ternero.
Servicio (IA o natural),2023-09-03 12:03,Potrero 6 (7654321-12007),Servicio exitoso.
Primer Celo posparto,2023-09-03 15:37,Potrero 6 (7654321-12007),Retorno al celo.
Desparasitacion,2023-10-13 11:54,Potrero 6 (7654321-12007),Antiparasitario programado.
Prenez confirmada,2023-11-02 07:03,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Vacunacion clostridial,2023-11-07 09:35,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2024-04-10 11:57,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2024-06-12 16:21,Potrero de paricion,Supervision del parto.
Lactancia,2024-06-14 10:34,Potrero 6 (7654321-12007),Lactancia con ternero.
Servicio (IA o natural),2024-08-01 11:28,Potrero 6 (7654321-12007),Servicio exitoso.
Prenez confirmada,2024-09-30 10:07,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2024-10-07 18:28,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2024-11-06 07:28,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Secado,2025-03-12 13:08,Potrero 6 (7654321-12007),Inicio de periodo seco.
Desparasitacion,2025-04-05 17:56,Potrero 6 (7654321-12007),Antiparasitario programado.
Desparasitacion,2025-10-02 09:11,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2025-11-06 09:20,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
