Hito [UY814763202],Fecha y Hora,Ubicación,Nota
Paricion,2020-07-23 15:48,Potrero de maternidad,Supervision del parto.
Inicio ordene,2020-07-24 08:31,Potrero 4 (7654321-12005),Ingreso a rutina.
Lactancia,2020-07-25 18:48,Potrero 4 (7654321-12005),Inicio de lactancia.
Servicio (IA o natural),2020-09-07 08:39,Potrero 4 (7654321-12005),Servicio exitoso.
Primer Celo posparto,2020-09-07 18:05,Potrero 4 (7654321-12005),Retorno al celo.
Prenez confirmada,2020-11-06 12:40,Potrero 4 (7654321-12005),Diagnostico de gestacion.
Desparasitacion,2020-12-15 08:58,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2020-12-30 15:19,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Desparasitacion,2021-06-13 18:25,Potrero 4 (7654321-12005),Antiparasitario programado.
Paricion,2021-06-17 12:25,Potrero de maternidad,Supervision del parto.
Inicio ordene,2021-06-18 12:30,Potrero 4 (7654321-12005),Ingreso a rutina.
Lactancia,2021-06-19 12:00,Potrero 4 (7654321-12005),Inicio de lactancia.
Primer Celo posparto,2021-07-26 06:34,Potrero 4 (7654321-12005),Retorno al celo.
Servicio (IA o natural),2021-07-26 09:46,Potrero 4 (7654321-12005),Servicio exitoso.
Prenez confirmada,2021-09-24 11:00,Potrero 4 (7654321-12005),Diagnostico de gestacion.
Desparasitacion,2021-12-10 06:14,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2021-12-30 08:04,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Paricion,2022-05-05 11:48,Potrero de maternidad,Supervision del parto.
Inicio ordene,2022-05-06 14:12,Potrero 4 (7654321-12005),Ingreso a rutina.
Lactancia,2022-05-07 06:43,Potrero 4 (7654321-12005),Inicio de lactancia.
Desparasitacion,2022-06-08 09:46,Potrero 4 (7654321-12005),Antiparasitario programado.
Servicio (IA o natural),2022-06-27 06:40,Potrero 4 (7654321-12005),Servicio exitoso.
Prenez confirmada,2022-08-26 17:15,Potrero 4 (7654321-12005),Diagnostico de gestacion.
Desparasitacion,2022-12-05 08:13,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2022-12-30 06:19,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Desparasitacion,2023-06-03 17:01,Potrero 4 (7654321-12005),Antiparasitario programado.
Desparasitacion,2023-11-30 15:32,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2023-12-30 10:29,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Desparasitacion,2024-05-28 08:07,Potrero 4 (7654321-12005),Antiparasitario programado.
Desparasitacion,2024-11-24 11:45,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2024-12-29 17:33,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Desparasitacion,2025-05-23 16:50,Potrero 4 (7654321-12005),Antiparasitario programado.
Desparasitacion,2025-11-19 06:24,Potrero 4 (7654321-12005),Antiparasitario programado.
