Hito [UY496348124],Fecha y Hora,Ubicación,Nota
Prenez confirmada,2018-12-10 13:21,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2019-02-15 10:42,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2019-07-21 18:05,Potrero de paricion,Supervision del parto.
Lactancia,2019-07-23 11:54,Potrero 5 (7654321-12006),Lactancia con ternero.
Desparasitacion,2019-08-14 14:04,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2019-08-24 10:05,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Primer Celo posparto,2019-09-22 09:27,Potrero 5 (7654321-12006),Retorno al celo.
Servicio (IA o natural),2019-09-22 18:44,Potrero 5 (7654321-12006),Servicio exitoso.
Prenez confirmada,2019-11-21 12:13,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2020-02-10 13:03,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2020-07-01 13:28,Potrero de paricion,Supervision del parto.
Lactancia,2020-07-03 14:01,Potrero 5 (7654321-12006),Lactancia con ternero.
Desparasitacion,2020-08-08 11:33,Potrero 5 (7654321-12006),Antiparasitario programado.
Primer Celo posparto,2020-08-22 11:08,Potrero 5 (7654321-12006),Retorno al celo.
Servicio (IA o natural),2020-08-22 15:55,Potrero 5 (7654321-12006),Servicio exitoso.
Vacunacion clostridial,2020-08-23 08:06,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2020-10-21 08:19,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2021-02-04 06:10,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2021-06-01 17:00,Potrero de paricion,Supervision del parto.
Lactancia,2021-06-03 13:51,Potrero 5 (7654321-12006),Lactancia con ternero.
Servicio (IA o natural),2021-07-21 11:21,Potrero 5 (7654321-12006),Servicio exitoso.
Primer Celo posparto,2021-07-21 16:53,Potrero 5 (7654321-12006),Retorno al celo.
Desparasitacion,2021-08-03 11:55,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2021-08-23 16:35,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2021-09-19 09:26,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2022-01-30 12:25,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2022-04-30 12:43,Potrero de paricion,Supervision del parto.
Lactancia,2022-05-02 18:25,Potrero 5 (7654321-12006),Lactancia con ternero.
Servicio (IA o natural),2022-07-01 17:34,Potrero 5 (7654321-12006),Servicio exitoso.
Primer Celo posparto,2022-07-01 18:49,Potrero 5 (7654321-12006),Retorno al celo.
Desparasitacion,2022-07-29 08:07,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2022-08-23 08:02,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2022-08-30 10:20,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2023-01-25 08:34,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2023-04-10 15:01,Potrero de paricion,Supervision del parto.
Lactancia,2023-04-12 15:50,Potrero 5 (7654321-12006),Lactancia con ternero.
Primer Celo posparto,2023-06-08 06:59,Potrero 5 (7654321-12006),Retorno al celo.
Servicio (IA o natural),2023-06-08 08:09,Potrero 5 (7654321-12006),Servicio exitoso.
Desparasitacion,2023-07-24 12:30,Potrero 5 (7654321-12006),Antiparasitario programado.
Prenez confirmada,2023-08-07 11:36,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Vacunacion clostridial,2023-08-23 17:38,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2024-01-20 17:04,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2024-03-17 16:51,Potrero de paricion,Supervision del parto.
Lactancia,2024-03-19 15:58,Potrero 5 (7654321-12006),Lactancia con ternero.
Servicio (IA o natural),2024-05-14 12:24,Potrero 5 (7654321-12006),Servicio exitoso.
Primer Celo posparto,2024-05-14 15:36,Potrero 5 (7654321-12006),Retorno al celo.
Prenez confirmada,2024-07-13 09:25,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2024-07-18 12:57,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2024-08-22 13:01,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2025-01-14 09:08,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2025-02-21 07:34,Potrero de paricion,Supervision del parto.
Lactancia,2025-02-23 12:12,Potrero 5 (7654321-12006),Lactancia con ternero.
Desparasitacion,2025-07-13 09:19,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2025-08-22 08:12,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
