Hito [UY228306011],Fecha y Hora,Ubicación,Nota
Primer Celo posparto,2022-04-28 09:54,Potrero 6 (7654321-12007),Retorno al celo.
Servicio (IA o natural),2022-04-28 13:07,Potrero 6 (7654321-12007),Servicio exitoso.
Prenez confirmada,2022-06-27 11:50,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2022-07-30 12:46,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2022-08-19 11:53,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2023-01-26 08:25,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2023-02-05 13:26,Potrero de paricion,Supervision del parto.
Lactancia,2023-02-07 16:45,Potrero 6 (7654321-12007),Lactancia con ternero.
Servicio (IA o natural),2023-03-16 12:00,Potrero 6 (7654321-12007),Servicio exitoso.
Primer Celo posparto,2023-03-16 18:47,Potrero 6 (7654321-12007),Retorno al celo.
Prenez confirmada,2023-05-15 11:50,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2023-07-25 11:33,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2023-08-19 14:52,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Paricion,2023-12-24 09:32,Potrero de paricion,Supervision del parto.
Lactancia,2023-12-26 10:17,Potrero 6 (7654321-12007),Lactancia con ternero.
Desparasitacion,2024-01-21 08:27,Potrero 6 (7654321-12007),Antiparasitario programado.
Servicio (IA o natural),2024-02-12 16:16,Potrero 6 (7654321-12007),Servicio exitoso.
Prenez confirmada,2024-04-12 10:53,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2024-07-19 09:06,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2024-08-18 17:38,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Secado,2024-09-22 18:58,Potrero 6 (7654321-12007),Inicio de periodo seco.
Desparasitacion,2025-01-15 17:51,Potrero 6 (7654321-12007),Antiparasitario programado.
Desparasitacion,2025-07-14 08:32,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2025-08-18 11:21,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
