Hito [UY262950628],Fecha y Hora,Ubicación,Nota
Prenez confirmada,2020-06-24 11:35,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2020-09-19 13:39,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2020-10-04 09:24,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Paricion,2021-02-02 07:45,Potrero de maternidad,Supervision del parto.
Inicio ordene,2021-02-03 14:54,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2021-02-04 07:18,Potrero 2 (7654321-12003),Inicio de lactancia.
Desparasitacion,2021-03-18 06:57,Potrero 2 (7654321-12003),Antiparasitario programado.
Primer Celo posparto,2021-04-03 07:48,Potrero 2 (7654321-12003),Retorno al celo.
Servicio (IA o natural),2021-04-03 08:17,Potrero 2 (7654321-12003),Servicio exitoso.
Prenez confirmada,2021-06-02 13:57,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2021-09-14 07:01,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2021-10-04 07:23,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Paricion,2022-01-11 14:09,Potrero de maternidad,Supervision del parto.
Inicio ordene,2022-01-12 12:05,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2022-01-13 09:52,Potrero 2 (7654321-12003),Inicio de lactancia.
Desparasitacion,2022-03-13 10:13,Potrero 2 (7654321-12003),Antiparasitario programado.
Desparasitacion,2022-09-09 08:35,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2022-10-04 09:01,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Desparasitacion,2023-03-08 17:38,Potrero 2 (7654321-12003),Antiparasitario programado.
Desparasitacion,2023-09-04 14:27,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2023-10-04 11:59,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Desparasitacion,2024-03-02 07:49,Potrero 2 (7654321-12003),Antiparasitario programado.
Desparasitacion,2024-08-29 10:15,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2024-10-03 07:53,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Desparasitacion,2025-02-25 10:07,Potrero 2 (7654321-12003),Antiparasitario programado.
Desparasitacion,2025-08-24 06:15,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2025-10-03 17:41,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Celo detectado,2025-12-10 13:56,Potrero 2 (7654321-12003),En espera de servicio.
