Hito [UY802099969],Fecha y Hora,Ubicación,Nota
Prenez confirmada,2023-01-16 10:20,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2023-02-09 16:19,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2023-03-06 06:17,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2023-08-08 06:34,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2023-08-27 17:34,Potrero de paricion,Supervision del parto.
Lactancia,2023-08-29 14:06,Potrero 6 (7654321-12007),Lactancia con ternero.
Primer Celo posparto,2023-10-27 06:22,Potrero 6 (7654321-12007),Retorno al celo.
Servicio (IA o natural),2023-10-27 12:45,Potrero 6 (7654321-12007),Servicio exitoso.
Prenez confirmada,2023-12-26 15:31,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2024-02-04 18:22,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2024-03-05 10:37,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2024-08-02 06:58,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2024-08-05 10:05,Potrero de paricion,Supervision del parto.
Lactancia,2024-08-07 09:58,Potrero 6 (7654321-12007),Lactancia con ternero.
Primer Celo posparto,2024-10-09 08:53,Potrero 6 (7654321-12007),Retorno al celo.
Servicio (IA o natural),2024-10-09 14:14,Potrero 6 (7654321-12007),Servicio exitoso.
Prenez confirmada,2024-12-08 10:47,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2025-01-29 15:48,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2025-03-05 12:19,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Paricion,2025-07-19 14:13,Potrero de paricion,Supervision del parto.
Lactancia,2025-07-21 07:23,Potrero 6 (7654321-12007),Lactancia con ternero.
Posparto,2025-07-21 17:52,Potrero 6 (7654321-12007),Periodo posparto.
Desparasitacion,2025-07-28 11:59,Potrero 6 (7654321-12007),Antiparasitario programado.
