Hito [UY688227492],Fecha y Hora,Ubicación,Nota
Prenez confirmada,2022-10-24 06:09,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2022-11-05 14:54,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2022-11-25 14:56,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2023-05-04 09:25,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2023-06-04 07:43,Potrero de paricion,Supervision del parto.
Lactancia,2023-06-06 09:00,Potrero 5 (7654321-12006),Lactancia con ternero.
Primer Celo posparto,2023-07-27 12:00,Potrero 5 (7654321-12006),Retorno al celo.
Servicio (IA o natural),2023-07-27 15:03,Potrero 5 (7654321-12006),Servicio exitoso.
Prenez confirmada,2023-09-25 12:49,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2023-10-31 08:53,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2023-11-25 11:14,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2024-04-28 16:22,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2024-05-05 15:07,Potrero de paricion,Supervision del parto.
Lactancia,2024-05-07 09:48,Potrero 5 (7654321-12006),Lactancia con ternero.
Servicio (IA o natural),2024-07-03 15:34,Potrero 5 (7654321-12006),Servicio exitoso.
Primer Celo posparto,2024-07-03 16:02,Potrero 5 (7654321-12006),Retorno al celo.
Prenez confirmada,2024-09-01 07:01,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2024-10-25 09:25,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2024-11-24 08:18,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Paricion,2025-04-12 16:52,Potrero de paricion,Supervision del parto.
Lactancia,2025-04-14 13:59,Potrero 5 (7654321-12006),Lactancia con ternero.
Desparasitacion,2025-04-23 12:56,Potrero 5 (7654321-12006),Antiparasitario programado.
Servicio (IA o natural),2025-06-06 15:41,Potrero 5 (7654321-12006),Servicio exitoso.
Prenez confirmada,2025-08-05 12:18,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2025-10-20 12:29,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2025-11-24 16:46,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Diagnostico de enfermedad,2025-12-04 12:28,Manga Potrero 5,Cojera (lesion de pezuna)
Tratamiento en curso,2025-12-05 17:15,Manga Potrero 5,Confinamiento en manga.
