Hito [UY234760738],Fecha y Hora,Ubicación,Nota
Desparasitacion,2022-05-11 08:27,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2022-05-31 12:00,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Desparasitacion,2022-11-07 10:26,Potrero 3 (7654321-12004),Antiparasitario programado.
Paricion,2022-12-02 08:47,Potrero de maternidad,Supervision del parto.
Inicio ordene,2022-12-03 12:20,Potrero 3 (7654321-12004),Ingreso a rutina.
Lactancia,2022-12-04 11:06,Potrero 3 (7654321-12004),Inicio de lactancia.
Primer Celo posparto,2023-01-28 07:00,Potrero 3 (7654321-12004),Retorno al celo.
Servicio (IA o natural),2023-01-28 10:28,Potrero 3 (7654321-12004),Servicio exitoso.
Prenez confirmada,2023-03-29 11:48,Potrero 3 (7654321-12004),Diagnostico de gestacion.
Desparasitacion,2023-05-06 10:30,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2023-05-31 10:26,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Desparasitacion,2023-11-02 18:04,Potrero 3 (7654321-12004),Antiparasitario programado.
Paricion,2023-11-07 10:06,Potrero de maternidad,Supervision del parto.
Inicio ordene,2023-11-08 08:05,Potrero 3 (7654321-12004),Ingreso a rutina.
Lactancia,2023-11-09 08:27,Potrero 3 (7654321-12004),Inicio de lactancia.
Servicio (IA o natural),2024-01-08 13:35,Potrero 3 (7654321-12004),Servicio exitoso.
Prenez confirmada,2024-03-08 14:32,Potrero 3 (7654321-12004),Diagnostico de gestacion.
Desparasitacion,2024-04-30 11:16,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2024-05-30 12:49,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Secado,2024-08-18 12:06,Potrero 3 (7654321-12004),Inicio de periodo seco.
Desparasitacion,2024-10-27 09:46,Potrero 3 (7654321-12004),Antiparasitario programado.
Desparasitacion,2025-04-25 16:31,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2025-05-30 07:46,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Desparasitacion,2025-10-22 15:39,Potrero 3 (7654321-12004),Antiparasitario programado.
